event_id,user_id,event_timestamp,event_type,platform,workout_type,session_id
43,15,2025-12-08 08:37:18,session_start,iOS,,430
44,15,2025-12-08 08:39:18,workout_start,iOS,cardio,430
45,15,2025-12-08 08:54:18,workout_complete,iOS,cardio,430
46,16,2025-11-20 07:41:28,session_start,iOS,,460
47,16,2025-11-20 07:52:28,workout_start,iOS,cardio,460
48,16,2025-11-20 08:50:28,workout_complete,iOS,cardio,460
49,16,2025-11-21 20:55:01,session_start,iOS,,490
50,16,2025-12-11 16:52:15,session_start,iOS,,500
51,16,2025-12-11 17:02:15,workout_start,iOS,cardio,500
52,16,2025-12-11 17:52:15,workout_complete,iOS,cardio,500
53,17,2025-12-12 23:03:12,session_start,Android,,530
54,17,2025-12-12 23:03:16,session_init_error,Android,,530
55,19,2025-12-25 07:59:29,session_start,iOS,,550
56,19,2025-12-25 08:05:29,workout_start,iOS,stretching,550
57,19,2025-12-25 08:27:29,workout_complete,iOS,stretching,550
58,21,2025-12-22 16:57:21,session_start,Android,,580
59,21,2025-12-22 17:05:21,workout_start,Android,cardio,580
60,21,2025-12-23 17:48:34,session_start,Android,,600
61,21,2025-12-23 17:50:34,workout_start,Android,cardio,600
62,21,2025-12-23 18:07:34,workout_complete,Android,cardio,600
63,21,2025-12-25 16:42:22,session_start,Android,,630
64,21,2025-12-25 16:44:22,workout_start,Android,cardio,630
65,21,2025-12-25 17:33:22,workout_complete,Android,cardio,630
66,22,2025-11-29 13:45:42,session_start,Android,,660
67,22,2025-11-29 13:56:42,workout_start,Android,yoga,660
68,22,2025-11-29 14:23:42,workout_complete,Android,yoga,660
69,23,2025-12-31 09:49:47,session_start,Android,,690
70,24,2025-12-27 11:45:50,session_start,Android,,700
71,26,2025-11-16 09:26:45,session_start,iOS,,710
72,26,2025-11-16 09:37:45,workout_start,iOS,yoga,710
73,26,2025-11-29 20:18:05,session_start,iOS,,730
74,26,2025-11-29 20:22:05,workout_start,iOS,strength,730
75,26,2025-11-29 20:49:05,workout_complete,iOS,strength,730
76,26,2025-12-01 08:08:26,session_start,iOS,,760
77,27,2025-12-06 18:02:01,session_start,Android,,770
78,27,2025-12-06 18:04:01,workout_start,Android,cardio,770
79,27,2025-12-06 18:20:01,workout_complete,Android,cardio,770
80,27,2025-12-07 08:41:24,session_start,Android,,800
81,28,2025-11-06 09:49:31,session_start,Android,,810
82,28,2025-11-06 09:52:31,workout_start,Android,strength,810
83,28,2025-11-07 17:32:55,session_start,Android,,830
84,28,2025-11-07 17:43:55,workout_start,Android,strength,830
85,28,2025-11-07 17:58:55,workout_complete,Android,strength,830
86,29,2025-11-13 19:32:51,session_start,Android,,860
87,29,2025-11-13 19:37:51,workout_start,Android,stretching,860
88,29,2025-11-13 19:54:51,workout_complete,Android,stretching,860
89,29,2025-11-14 17:23:44,session_start,Android,,890
90,29,2025-11-14 17:34:44,workout_start,Android,cardio,890
91,30,2025-12-19 19:06:01,session_start,iOS,,910
92,30,2025-12-19 19:10:01,workout_start,iOS,cardio,910
93,31,2025-12-21 20:57:56,session_start,iOS,,930
94,31,2025-12-21 21:03:56,workout_start,iOS,strength,930
95,31,2025-12-22 23:51:40,session_start,iOS,,950
96,31,2025-12-22 23:59:40,workout_start,iOS,strength,950
97,31,2025-12-23 00:32:40,workout_complete,iOS,strength,950
98,31,2025-12-24 14:57:46,session_start,iOS,,980
99,32,2025-12-30 17:04:44,session_start,Android,,990
100,33,2025-11-27 14:35:29,session_start,iOS,,1000
101,33,2025-11-27 14:43:29,workout_start,iOS,strength,1000
102,34,2025-11-30 16:22:34,session_start,Android,,1020
103,34,2025-11-30 16:22:40,session_init_error,Android,,1020
104,35,2025-12-06 20:19:58,session_start,iOS,,1040
105,35,2025-12-06 20:29:58,workout_start,iOS,strength,1040
106,35,2025-12-06 21:12:58,workout_complete,iOS,strength,1040
107,35,2025-12-07 11:58:44,session_start,iOS,,1070
108,35,2025-12-07 12:02:44,workout_start,iOS,strength,1070
109,35,2025-12-07 12:26:44,workout_complete,iOS,strength,1070
110,37,2025-11-12 16:59:52,session_start,Android,,1100
111,37,2025-11-12 17:04:52,workout_start,Android,cardio,1100
112,37,2025-11-12 17:47:52,workout_complete,Android,cardio,1100
113,37,2025-11-17 20:11:12,session_start,Android,,1130
114,37,2025-11-17 20:13:12,workout_start,Android,cardio,1130
115,37,2025-11-17 20:32:12,workout_complete,Android,cardio,1130
116,37,2025-11-28 22:02:54,session_start,Android,,1160
117,37,2025-11-28 22:06:54,workout_start,Android,strength,1160
118,37,2025-11-28 22:23:54,workout_complete,Android,strength,1160
119,38,2025-12-09 07:37:42,session_start,iOS,,1190
120,38,2025-12-09 07:40:42,workout_start,iOS,strength,1190
121,38,2025-12-09 08:30:42,workout_complete,iOS,strength,1190
122,39,2025-11-19 21:28:34,session_start,Android,,1220
123,39,2025-11-19 21:32:34,workout_start,Android,strength,1220
124,39,2025-11-19 22:04:34,workout_complete,Android,strength,1220
125,39,2025-11-28 09:02:22,session_start,Android,,1250
126,40,2025-12-20 19:29:04,session_start,iOS,,1260
127,40,2025-12-20 19:38:04,workout_start,iOS,cardio,1260
128,40,2025-12-20 20:17:04,workout_complete,iOS,cardio,1260
129,40,2025-12-21 07:05:15,session_start,iOS,,1290
130,40,2025-12-21 07:14:15,workout_start,iOS,yoga,1290
131,40,2025-12-21 07:47:15,workout_complete,iOS,yoga,1290
132,42,2025-12-25 20:46:32,session_start,iOS,,1320
133,42,2025-12-27 17:12:28,session_start,iOS,,1330
134,42,2025-12-27 17:20:28,workout_start,iOS,cardio,1330
135,42,2025-12-27 17:57:28,workout_complete,iOS,cardio,1330
136,45,2025-12-26 20:45:49,session_start,iOS,,1360
137,45,2025-12-29 07:18:13,session_start,iOS,,1370
138,46,2025-12-24 14:30:34,session_start,Android,,1380
139,46,2025-12-24 14:35:34,workout_start,Android,yoga,1380
140,46,2025-12-24 15:00:34,workout_complete,Android,yoga,1380
141,47,2025-12-02 21:13:29,session_start,Android,,1410
142,47,2025-12-02 21:19:29,workout_start,Android,yoga,1410
143,47,2025-12-02 22:16:29,workout_complete,Android,yoga,1410
144,47,2025-12-04 22:02:38,session_start,Android,,1440
145,47,2025-12-06 16:30:46,session_start,Android,,1450
146,47,2025-12-06 16:36:46,workout_start,Android,yoga,1450
147,47,2025-12-07 17:55:33,session_start,Android,,1470
148,47,2025-12-07 18:06:33,workout_start,Android,strength,1470
149,47,2025-12-07 18:53:33,workout_complete,Android,strength,1470
150,48,2025-11-24 20:12:54,session_start,Android,,1500
151,48,2025-11-24 20:23:54,workout_start,Android,cardio,1500
152,48,2025-11-24 20:39:54,workout_complete,Android,cardio,1500
153,48,2025-12-01 08:40:18,session_start,Android,,1530
154,48,2025-12-01 08:42:18,workout_start,Android,strength,1530
155,48,2025-12-01 09:09:18,workout_complete,Android,strength,1530
156,48,2025-12-03 21:37:25,session_start,Android,,1560
157,49,2025-12-20 17:58:18,session_start,Android,,1570
158,49,2025-12-21 19:20:28,session_start,Android,,1580
159,49,2025-12-21 19:30:28,workout_start,Android,stretching,1580
160,49,2025-12-21 20:11:28,workout_complete,Android,stretching,1580
161,49,2025-12-24 15:23:42,session_start,Android,,1610
162,50,2025-11-12 00:10:03,session_start,Android,,1620
163,50,2025-11-12 00:18:03,workout_start,Android,yoga,1620
164,50,2025-11-12 00:57:03,workout_complete,Android,yoga,1620
165,50,2025-11-13 08:27:35,session_start,Android,,1650
166,51,2025-11-19 21:16:07,session_start,iOS,,1660
167,51,2025-11-19 21:21:07,workout_start,iOS,cardio,1660
168,51,2025-11-19 21:52:07,workout_complete,iOS,cardio,1660
169,52,2025-11-01 09:14:05,session_start,Android,,1690
170,53,2025-12-23 05:17:19,session_start,iOS,,1700
171,54,2025-12-18 21:35:50,session_start,Android,,1710
172,54,2025-12-19 17:33:14,session_start,Android,,1720
173,57,2025-12-06 07:14:38,session_start,Android,,1730
174,57,2025-12-06 07:20:38,workout_start,Android,stretching,1730
175,57,2025-12-06 08:10:38,workout_complete,Android,stretching,1730
176,57,2025-12-08 09:56:43,session_start,Android,,1760
177,58,2025-12-12 21:48:38,session_start,iOS,,1770
178,58,2025-12-12 21:48:45,session_init_error,iOS,,1770
179,58,2025-12-13 09:34:37,session_start,iOS,,1790
180,59,2025-11-12 18:41:14,session_start,Android,,1800
181,60,2025-11-09 08:28:36,session_start,iOS,,1810
182,61,2025-12-18 10:43:47,session_start,Android,,1820
183,61,2025-12-18 10:54:47,workout_start,Android,hiit,1820
184,61,2025-12-18 11:27:47,workout_complete,Android,hiit,1820
185,61,2025-12-21 12:15:31,session_start,Android,,1850
186,61,2025-12-21 12:20:31,workout_start,Android,strength,1850
187,61,2025-12-21 12:55:31,workout_complete,Android,strength,1850
188,62,2025-12-07 13:15:33,session_start,Android,,1880
189,62,2025-12-08 17:28:28,session_start,Android,,1890
190,62,2025-12-08 17:30:28,workout_start,Android,yoga,1890
191,62,2025-12-08 17:58:28,workout_complete,Android,yoga,1890
192,62,2025-12-10 17:17:56,session_start,Android,,1920
193,62,2025-12-10 17:24:56,workout_start,Android,hiit,1920
194,63,2025-12-12 06:20:00,session_start,Android,,1940
195,63,2025-12-12 06:27:00,workout_start,Android,strength,1940
196,63,2025-12-12 06:56:00,workout_complete,Android,strength,1940
197,63,2025-12-13 16:45:37,session_start,Android,,1970
198,63,2025-12-13 16:49:37,workout_start,Android,hiit,1970
199,63,2025-12-13 17:14:37,workout_complete,Android,hiit,1970
200,64,2025-12-22 16:24:57,session_start,Android,,2000
201,64,2025-12-25 20:42:53,session_start,Android,,2010
202,64,2025-12-25 20:52:53,workout_start,Android,strength,2010
203,64,2025-12-25 21:31:53,workout_complete,Android,strength,2010
204,65,2025-12-16 16:47:58,session_start,iOS,,2040
205,65,2025-12-16 16:55:58,workout_start,iOS,yoga,2040
206,65,2025-12-16 17:17:58,workout_complete,iOS,yoga,2040
207,65,2025-12-17 13:32:29,session_start,iOS,,2070
208,65,2025-12-17 13:36:29,workout_start,iOS,hiit,2070
209,65,2025-12-17 14:19:29,workout_complete,iOS,hiit,2070
210,65,2025-12-20 08:56:52,session_start,iOS,,2100
211,65,2025-12-30 19:22:07,session_start,iOS,,2110
212,65,2025-12-30 19:25:07,workout_start,iOS,yoga,2110
213,65,2025-12-30 20:00:07,workout_complete,iOS,yoga,2110
214,66,2025-12-12 21:02:39,session_start,iOS,,2140
215,66,2025-12-12 21:04:39,workout_start,iOS,hiit,2140
216,66,2025-12-12 21:22:39,workout_complete,iOS,hiit,2140
217,66,2025-12-13 21:12:47,session_start,iOS,,2170
218,66,2025-12-13 21:14:47,workout_start,iOS,cardio,2170
219,66,2025-12-13 22:12:47,workout_complete,iOS,cardio,2170
220,66,2025-12-16 22:18:12,session_start,iOS,,2200
221,66,2025-12-20 16:45:03,session_start,iOS,,2210
222,66,2025-12-20 16:52:03,workout_start,iOS,stretching,2210
223,66,2025-12-20 17:49:03,workout_complete,iOS,stretching,2210
224,67,2025-12-12 19:11:11,session_start,Android,,2240
225,68,2025-11-25 13:00:53,session_start,Android,,2250
226,68,2025-11-25 13:06:53,workout_start,Android,cardio,2250
227,68,2025-11-25 13:49:53,workout_complete,Android,cardio,2250
228,70,2025-12-05 08:57:14,session_start,iOS,,2280
229,70,2025-12-05 09:07:14,workout_start,iOS,cardio,2280
230,70,2025-12-05 09:52:14,workout_complete,iOS,cardio,2280
231,71,2025-11-18 16:58:55,session_start,Android,,2310
232,73,2025-12-26 17:56:39,session_start,iOS,,2320
233,73,2025-12-26 18:01:39,workout_start,iOS,stretching,2320
234,73,2025-12-26 18:51:39,workout_complete,iOS,stretching,2320
235,73,2025-12-27 05:23:20,session_start,iOS,,2350
236,73,2025-12-27 05:34:20,workout_start,iOS,cardio,2350
237,73,2025-12-27 05:55:20,workout_complete,iOS,cardio,2350
238,75,2025-11-07 13:04:25,session_start,Android,,2380
239,75,2025-11-07 13:09:25,workout_start,Android,strength,2380
240,75,2025-11-07 14:08:25,workout_complete,Android,strength,2380
241,75,2025-11-28 12:24:22,session_start,Android,,2410
242,75,2025-11-28 12:31:22,workout_start,Android,hiit,2410
243,75,2025-11-28 12:54:22,workout_complete,Android,hiit,2410
244,76,2025-11-23 11:30:10,session_start,iOS,,2440
245,76,2025-11-23 11:40:10,workout_start,iOS,cardio,2440
246,76,2025-11-24 18:20:38,session_start,iOS,,2460
247,76,2025-11-24 18:28:38,workout_start,iOS,strength,2460
248,77,2025-11-24 12:44:27,session_start,Android,,2480
249,77,2025-11-24 12:44:28,session_init_error,Android,,2480
250,78,2025-12-18 01:42:58,session_start,Android,,2500
251,79,2025-12-12 19:00:47,session_start,Android,,2510
252,79,2025-12-13 18:41:54,session_start,Android,,2520
253,79,2025-12-14 23:55:27,session_start,Android,,2530
254,79,2025-12-14 23:57:27,workout_start,Android,stretching,2530
255,79,2025-12-15 00:45:27,workout_complete,Android,stretching,2530
256,80,2025-12-23 18:25:09,session_start,Android,,2560
257,80,2025-12-23 18:25:11,session_init_error,Android,,2560
258,80,2025-12-24 10:19:41,session_start,Android,,2580
259,80,2025-12-24 10:23:41,workout_start,Android,cardio,2580
260,81,2025-12-18 17:13:59,session_start,Android,,2600
261,81,2025-12-18 17:21:59,workout_start,Android,yoga,2600
262,81,2025-12-21 06:00:32,session_start,Android,,2620
263,81,2025-12-21 06:10:32,workout_start,Android,cardio,2620
264,81,2025-12-21 07:14:32,workout_complete,Android,cardio,2620
265,81,2025-12-22 06:02:25,session_start,Android,,2650
266,81,2025-12-22 06:11:25,workout_start,Android,cardio,2650
267,81,2025-12-22 06:26:25,workout_complete,Android,cardio,2650
268,83,2025-12-24 22:29:23,session_start,iOS,,2680
269,83,2025-12-25 08:52:53,session_start,iOS,,2690
270,83,2025-12-28 08:23:15,session_start,iOS,,2700
271,83,2025-12-28 08:29:15,workout_start,iOS,yoga,2700
272,83,2025-12-28 09:12:15,workout_complete,iOS,yoga,2700
273,84,2025-11-14 20:53:03,session_start,iOS,,2730
274,84,2025-11-20 16:02:38,session_start,iOS,,2740
275,84,2025-11-20 16:12:38,workout_start,iOS,hiit,2740
276,85,2025-11-02 08:06:21,session_start,Android,,2760
277,85,2025-11-05 01:58:42,session_start,Android,,2770
278,86,2025-11-08 01:31:15,session_start,iOS,,2780
279,86,2025-11-18 19:01:25,session_start,iOS,,2790
280,86,2025-11-18 19:09:25,workout_start,iOS,cardio,2790
281,87,2025-12-21 20:13:03,session_start,iOS,,2810
282,87,2025-12-21 20:22:03,workout_start,iOS,strength,2810
283,88,2025-12-06 14:59:51,session_start,Android,,2830
284,89,2025-11-14 18:15:27,session_start,Android,,2840
285,89,2025-11-14 18:23:27,workout_start,Android,cardio,2840
286,89,2025-11-14 19:08:27,workout_complete,Android,cardio,2840
287,89,2025-11-21 17:14:20,session_start,Android,,2870
288,89,2025-11-21 17:17:20,workout_start,Android,cardio,2870
289,89,2025-11-21 17:38:20,workout_complete,Android,cardio,2870
290,90,2025-12-08 10:51:24,session_start,Android,,2900
291,90,2025-12-08 10:51:30,session_init_error,Android,,2900
292,90,2025-12-10 07:47:40,session_start,Android,,2920
293,90,2025-12-10 07:47:44,session_init_error,Android,,2920
294,91,2025-11-13 18:36:48,session_start,iOS,,2940
295,92,2025-12-20 17:24:26,session_start,iOS,,2950
296,92,2025-12-20 17:32:26,workout_start,iOS,strength,2950
297,92,2025-12-20 18:03:26,workout_complete,iOS,strength,2950
298,92,2025-12-21 06:27:07,session_start,iOS,,2980
299,92,2025-12-24 18:02:55,session_start,iOS,,2990
300,92,2025-12-24 18:06:55,workout_start,iOS,cardio,2990
301,92,2025-12-24 19:01:55,workout_complete,iOS,cardio,2990
302,93,2025-12-05 19:43:46,session_start,Android,,3020
303,93,2025-12-05 19:45:46,workout_start,Android,stretching,3020
304,93,2025-12-10 05:07:49,session_start,Android,,3040
305,93,2025-12-10 05:09:49,workout_start,Android,cardio,3040
306,93,2025-12-10 05:43:49,workout_complete,Android,cardio,3040
307,94,2025-12-01 18:37:33,session_start,iOS,,3070
308,94,2025-12-04 19:36:58,session_start,iOS,,3080
309,94,2025-12-04 19:46:58,workout_start,iOS,yoga,3080
310,94,2025-12-04 20:20:58,workout_complete,iOS,yoga,3080
311,95,2025-11-25 21:53:58,session_start,iOS,,3110
312,95,2025-11-25 21:55:58,workout_start,iOS,cardio,3110
313,95,2025-11-25 22:53:58,workout_complete,iOS,cardio,3110
314,96,2025-12-16 18:31:58,session_start,iOS,,3140
315,96,2025-12-16 18:41:58,workout_start,iOS,hiit,3140
316,97,2025-11-30 19:17:54,session_start,iOS,,3160
317,97,2025-12-03 14:08:26,session_start,iOS,,3170
318,97,2025-12-03 14:17:26,workout_start,iOS,cardio,3170
319,97,2025-12-03 15:19:26,workout_complete,iOS,cardio,3170
320,98,2025-11-08 20:21:43,session_start,Android,,3200
321,98,2025-11-14 06:29:13,session_start,Android,,3210
322,98,2025-11-14 06:39:13,workout_start,Android,strength,3210
323,98,2025-11-14 06:59:13,workout_complete,Android,strength,3210
324,99,2025-11-10 08:14:27,session_start,Android,,3240
325,99,2025-11-10 08:25:27,workout_start,Android,yoga,3240
326,99,2025-11-10 09:27:27,workout_complete,Android,yoga,3240
327,99,2025-12-07 00:03:53,session_start,Android,,3270
328,100,2025-12-30 18:02:17,session_start,Android,,3280
329,102,2025-12-23 17:45:28,session_start,iOS,,3290
330,102,2025-12-23 17:54:28,workout_start,iOS,yoga,3290
331,104,2025-12-30 00:23:16,session_start,iOS,,3310
332,105,2025-12-23 16:06:08,session_start,Android,,3320
333,106,2025-12-20 09:38:05,session_start,Android,,3330
334,107,2025-12-05 17:48:46,session_start,iOS,,3340
335,108,2025-11-23 18:08:27,session_start,Android,,3350
336,108,2025-11-24 08:33:36,session_start,Android,,3360
337,108,2025-11-24 08:43:36,workout_start,Android,cardio,3360
338,108,2025-11-24 09:32:36,workout_complete,Android,cardio,3360
339,109,2025-11-08 18:27:20,session_start,Android,,3390
340,109,2025-11-10 08:48:11,session_start,Android,,3400
341,111,2025-12-06 07:32:17,session_start,Android,,3410
342,111,2025-12-10 08:32:41,session_start,Android,,3420
343,112,2025-11-17 07:08:30,session_start,Android,,3430
344,112,2025-11-17 07:12:30,workout_start,Android,cardio,3430
345,112,2025-11-17 07:55:30,workout_complete,Android,cardio,3430
346,112,2025-11-18 19:31:32,session_start,Android,,3460
347,112,2025-11-18 19:31:38,session_init_error,Android,,3460
348,113,2025-11-25 18:30:39,session_start,iOS,,3480
349,113,2025-11-25 18:37:39,workout_start,iOS,cardio,3480
350,113,2025-11-25 19:05:39,workout_complete,iOS,cardio,3480
351,113,2025-11-27 08:12:40,session_start,iOS,,3510
352,114,2025-12-13 20:49:18,session_start,Android,,3520
353,114,2025-12-13 20:56:18,workout_start,Android,strength,3520
354,114,2025-12-13 21:47:18,workout_complete,Android,strength,3520
355,114,2025-12-14 13:47:57,session_start,Android,,3550
356,114,2025-12-14 13:55:57,workout_start,Android,strength,3550
357,114,2025-12-14 14:35:57,workout_complete,Android,strength,3550
358,115,2025-11-15 19:56:58,session_start,Android,,3580
359,115,2025-11-15 20:01:58,workout_start,Android,cardio,3580
360,115,2025-11-15 21:01:58,workout_complete,Android,cardio,3580
361,116,2025-12-26 12:47:50,session_start,iOS,,3610
362,116,2025-12-26 12:56:50,workout_start,iOS,stretching,3610
363,116,2025-12-27 11:51:50,session_start,iOS,,3630
364,116,2025-12-27 11:57:50,workout_start,iOS,cardio,3630
365,116,2025-12-27 12:17:50,workout_complete,iOS,cardio,3630
366,117,2025-12-22 01:38:34,session_start,iOS,,3660
367,117,2025-12-23 18:14:45,session_start,iOS,,3670
368,117,2025-12-23 18:19:45,workout_start,iOS,strength,3670
369,117,2025-12-23 19:01:45,workout_complete,iOS,strength,3670
370,117,2025-12-24 05:59:00,session_start,iOS,,3700
371,117,2025-12-24 06:02:00,workout_start,iOS,cardio,3700
372,118,2025-12-21 05:04:55,session_start,iOS,,3720
373,119,2025-12-05 14:52:19,session_start,iOS,,3730
374,119,2025-12-05 14:56:19,workout_start,iOS,strength,3730
375,119,2025-12-05 15:51:19,workout_complete,iOS,strength,3730
376,119,2025-12-06 21:26:29,session_start,iOS,,3760
377,120,2025-12-16 10:04:09,session_start,Android,,3770
378,120,2025-12-16 10:08:09,workout_start,Android,strength,3770
379,120,2025-12-16 11:03:09,workout_complete,Android,strength,3770
380,121,2025-12-17 16:54:29,session_start,iOS,,3800
381,121,2025-12-28 20:47:26,session_start,iOS,,3810
382,121,2025-12-28 20:57:26,workout_start,iOS,hiit,3810
383,121,2025-12-28 21:16:26,workout_complete,iOS,hiit,3810
384,122,2025-12-17 16:12:29,session_start,iOS,,3840
385,122,2025-12-17 16:12:30,session_init_error,iOS,,3840
386,122,2025-12-19 16:12:13,session_start,iOS,,3860
387,122,2025-12-20 20:04:18,session_start,iOS,,3870
388,122,2025-12-20 20:11:18,workout_start,iOS,strength,3870
389,122,2025-12-20 21:07:18,workout_complete,iOS,strength,3870
390,123,2025-11-07 07:55:12,session_start,iOS,,3900
391,123,2025-11-07 08:02:12,workout_start,iOS,strength,3900
392,123,2025-11-07 09:00:12,workout_complete,iOS,strength,3900
393,123,2025-11-08 19:25:52,session_start,iOS,,3930
394,124,2025-12-05 18:27:00,session_start,Android,,3940
395,124,2025-12-05 18:30:00,workout_start,Android,strength,3940
396,125,2025-11-04 14:37:31,session_start,iOS,,3960
397,126,2025-12-08 14:16:38,session_start,iOS,,3970
398,126,2025-12-12 17:37:30,session_start,iOS,,3980
399,126,2025-12-12 17:37:35,session_init_error,iOS,,3980
400,127,2025-11-27 10:32:07,session_start,Android,,4000
401,127,2025-11-27 10:42:07,workout_start,Android,hiit,4000
402,128,2025-11-12 21:54:44,session_start,Android,,4020
403,129,2025-11-09 16:47:40,session_start,Android,,4030
404,129,2025-11-09 16:58:40,workout_start,Android,strength,4030
405,129,2025-11-10 12:52:48,session_start,Android,,4050
406,129,2025-11-10 12:57:48,workout_start,Android,cardio,4050
407,129,2025-11-10 13:25:48,workout_complete,Android,cardio,4050
408,129,2025-11-12 18:57:14,session_start,Android,,4080
409,132,2025-12-28 19:30:57,session_start,iOS,,4090
410,132,2025-12-28 19:38:57,workout_start,iOS,stretching,4090
411,133,2025-12-13 15:43:51,session_start,Android,,4110
412,134,2025-11-29 21:45:13,session_start,iOS,,4120
413,134,2025-11-29 21:50:13,workout_start,iOS,yoga,4120
414,134,2025-11-29 22:45:13,workout_complete,iOS,yoga,4120
415,135,2025-12-14 17:45:34,session_start,Android,,4150
416,135,2025-12-14 17:49:34,workout_start,Android,hiit,4150
417,135,2025-12-14 18:25:34,workout_complete,Android,hiit,4150
418,137,2025-12-30 19:26:31,session_start,Android,,4180
419,138,2025-12-07 07:42:16,session_start,Android,,4190
420,139,2025-12-23 07:31:23,session_start,iOS,,4200
421,139,2025-12-24 10:20:53,session_start,iOS,,4210
422,139,2025-12-24 10:23:53,workout_start,iOS,strength,4210
423,139,2025-12-24 11:14:53,workout_complete,iOS,strength,4210
424,141,2025-12-08 18:24:45,session_start,iOS,,4240
425,141,2025-12-08 18:33:45,workout_start,iOS,hiit,4240
426,141,2025-12-08 19:13:45,workout_complete,iOS,hiit,4240
427,142,2025-12-08 08:06:55,session_start,iOS,,4270
428,143,2025-12-29 20:29:24,session_start,iOS,,4280
429,143,2025-12-31 08:22:46,session_start,iOS,,4290
430,143,2025-12-31 08:27:46,workout_start,iOS,yoga,4290
431,144,2025-12-13 07:24:43,session_start,iOS,,4310
432,144,2025-12-15 20:15:43,session_start,iOS,,4320
433,144,2025-12-15 20:22:43,workout_start,iOS,hiit,4320
434,144,2025-12-15 20:50:43,workout_complete,iOS,hiit,4320
435,145,2025-12-07 21:02:05,session_start,iOS,,4350
436,147,2025-11-29 20:20:19,session_start,iOS,,4360
437,147,2025-11-29 20:29:19,workout_start,iOS,yoga,4360
438,147,2025-12-02 10:44:31,session_start,iOS,,4380
439,147,2025-12-02 10:46:31,workout_start,iOS,strength,4380
440,148,2025-12-09 15:27:41,session_start,Android,,4400
441,148,2025-12-09 15:30:41,workout_start,Android,yoga,4400
442,148,2025-12-09 15:51:41,workout_complete,Android,yoga,4400
443,149,2025-12-05 08:19:31,session_start,Android,,4430
444,150,2025-11-02 10:45:45,session_start,iOS,,4440
445,150,2025-11-02 10:52:45,workout_start,iOS,stretching,4440
446,150,2025-11-02 11:56:45,workout_complete,iOS,stretching,4440
447,151,2025-12-25 17:02:30,session_start,iOS,,4470
448,151,2025-12-25 17:11:30,workout_start,iOS,stretching,4470
449,151,2025-12-25 17:37:30,workout_complete,iOS,stretching,4470
450,151,2025-12-26 20:15:01,session_start,iOS,,4500
451,152,2025-12-27 07:25:54,session_start,Android,,4510
452,153,2025-11-12 20:34:58,session_start,iOS,,4520
453,153,2025-11-12 20:36:58,workout_start,iOS,cardio,4520
454,153,2025-11-12 21:14:58,workout_complete,iOS,cardio,4520
455,153,2025-11-14 08:40:55,session_start,iOS,,4550
456,153,2025-11-14 08:47:55,workout_start,iOS,cardio,4550
457,153,2025-11-14 09:41:55,workout_complete,iOS,cardio,4550
458,154,2025-12-12 15:03:13,session_start,Android,,4580
