user_id,started_at,completed_at,completed,steps_completed,goal
272,2025-11-15 07:35:08,2025-11-15 07:41:25,1,5,weight_loss
273,2025-11-05 05:54:59,2025-11-05 06:02:28,1,5,endurance
276,2025-12-02 19:22:30,2025-12-02 19:27:09,1,5,general_fitness
277,2025-11-26 10:18:57,,0,1,general_fitness
278,2025-12-08 05:42:23,2025-12-08 05:47:45,1,5,general_fitness
279,2025-12-27 04:53:40,2025-12-27 04:59:30,1,5,flexibility
282,2025-11-15 19:57:23,2025-11-15 20:01:13,1,5,muscle_gain
283,2025-11-20 01:55:27,,0,1,muscle_gain
284,2025-11-21 03:27:34,2025-11-21 03:34:56,1,5,endurance
285,2025-12-13 19:16:17,,0,3,endurance
286,2025-12-03 07:56:55,2025-12-03 08:04:21,1,5,general_fitness
287,2025-11-04 18:19:15,2025-11-04 18:24:25,1,5,endurance
290,2025-11-09 07:28:15,2025-11-09 07:34:43,1,5,weight_loss
291,2025-12-25 02:09:22,2025-12-25 02:14:18,1,5,muscle_gain
292,2025-11-05 22:53:15,2025-11-05 22:56:41,1,5,general_fitness
293,2025-12-28 20:48:46,2025-12-28 20:54:10,1,5,general_fitness
294,2025-11-08 20:28:00,2025-11-08 20:31:00,1,5,endurance
295,2025-12-25 21:07:52,2025-12-25 21:14:16,1,5,muscle_gain
296,2025-12-28 01:27:52,2025-12-28 01:32:39,1,5,muscle_gain
297,2025-12-31 11:33:45,2025-12-31 11:37:09,1,5,flexibility
298,2025-12-24 06:33:54,2025-12-24 06:41:09,1,5,endurance
299,2025-12-23 11:01:42,2025-12-23 11:06:51,1,5,flexibility
300,2025-12-17 02:26:29,2025-12-17 02:32:26,1,5,general_fitness
301,2025-12-23 16:45:11,2025-12-23 16:49:34,1,5,flexibility
302,2025-11-11 14:17:05,2025-11-11 14:21:53,1,5,endurance
306,2025-12-06 21:57:15,2025-12-06 22:01:14,1,5,weight_loss
307,2025-12-01 15:12:19,,0,4,muscle_gain
308,2025-12-16 04:52:24,,0,2,weight_loss
309,2025-11-22 16:03:23,2025-11-22 16:07:23,1,5,weight_loss
311,2025-12-07 07:07:10,,0,2,general_fitness
312,2025-12-03 13:21:14,2025-12-03 13:25:02,1,5,weight_loss
313,2025-11-19 20:17:47,2025-11-19 20:23:53,1,5,weight_loss
314,2025-11-30 01:26:23,2025-11-30 01:33:27,1,5,weight_loss
316,2025-11-27 01:43:05,2025-11-27 01:48:55,1,5,muscle_gain
317,2025-12-01 16:01:08,2025-12-01 16:04:44,1,5,weight_loss
318,2025-12-19 19:22:15,2025-12-19 19:26:03,1,5,weight_loss
319,2025-11-25 10:41:17,2025-11-25 10:45:16,1,5,endurance
321,2025-12-28 06:39:43,2025-12-28 06:43:18,1,5,muscle_gain
322,2025-12-07 10:01:59,,0,3,muscle_gain
324,2025-12-10 01:10:48,2025-12-10 01:17:57,1,5,weight_loss
325,2025-12-26 23:32:04,,0,2,weight_loss
326,2025-12-17 04:01:17,,0,2,weight_loss
328,2025-12-10 05:39:53,,0,1,muscle_gain
330,2025-11-24 11:56:49,2025-11-24 11:59:54,1,5,general_fitness
331,2025-12-21 17:18:56,,0,3,weight_loss
332,2025-11-17 22:48:12,2025-11-17 22:54:49,1,5,endurance
333,2025-12-20 09:10:09,2025-12-20 09:16:34,1,5,muscle_gain
334,2025-12-26 17:32:53,2025-12-26 17:36:22,1,5,muscle_gain
335,2025-11-11 05:26:56,2025-11-11 05:32:54,1,5,muscle_gain
336,2025-12-15 11:58:36,2025-12-15 12:04:38,1,5,endurance
339,2025-11-07 00:41:45,2025-11-07 00:45:10,1,5,weight_loss
340,2025-12-29 04:15:41,2025-12-29 04:19:26,1,5,muscle_gain
341,2025-11-12 11:56:27,,0,2,endurance
342,2025-12-30 13:45:27,,0,3,endurance
343,2025-12-24 09:41:12,2025-12-24 09:46:12,1,5,flexibility
345,2025-12-23 00:14:08,2025-12-23 00:18:54,1,5,general_fitness
347,2025-12-29 00:50:59,2025-12-29 00:55:55,1,5,muscle_gain
348,2025-11-21 07:05:09,2025-11-21 07:12:38,1,5,weight_loss
350,2025-11-08 05:23:07,2025-11-08 05:30:29,1,5,weight_loss
352,2025-11-15 19:38:33,2025-11-15 19:46:24,1,5,muscle_gain
353,2025-12-12 23:41:04,2025-12-12 23:47:15,1,5,general_fitness
354,2025-12-13 23:40:30,2025-12-13 23:47:54,1,5,general_fitness
355,2025-12-06 19:11:24,2025-12-06 19:16:43,1,5,muscle_gain
356,2025-12-10 07:01:37,,0,1,muscle_gain
357,2025-12-22 21:24:34,2025-12-22 21:30:20,1,5,weight_loss
358,2025-12-24 12:40:04,2025-12-24 12:45:09,1,5,general_fitness
360,2025-12-14 14:22:15,2025-12-14 14:27:06,1,5,general_fitness
361,2025-12-29 11:14:05,2025-12-29 11:20:24,1,5,weight_loss
362,2025-11-10 10:32:41,2025-11-10 10:38:20,1,5,muscle_gain
364,2025-11-08 04:04:24,2025-11-08 04:10:00,1,5,weight_loss
366,2025-12-04 10:48:39,2025-12-04 10:52:57,1,5,weight_loss
367,2025-12-23 00:05:43,2025-12-23 00:12:25,1,5,weight_loss
368,2025-12-18 09:56:28,2025-12-18 09:59:56,1,5,weight_loss
369,2025-11-28 17:06:07,,0,4,general_fitness
370,2025-12-27 09:43:48,2025-12-27 09:50:18,1,5,weight_loss
375,2025-11-13 19:57:27,2025-11-13 20:02:14,1,5,flexibility
376,2025-11-12 15:29:46,,0,1,general_fitness
377,2025-12-29 12:17:11,2025-12-29 12:20:55,1,5,weight_loss
378,2025-12-05 14:17:26,2025-12-05 14:23:02,1,5,general_fitness
379,2025-12-01 12:42:55,2025-12-01 12:48:02,1,5,endurance
381,2025-12-11 10:41:07,,0,2,endurance
382,2025-12-29 23:29:27,2025-12-29 23:37:01,1,5,weight_loss
384,2025-12-07 01:51:47,2025-12-07 01:55:13,1,5,muscle_gain
387,2025-12-20 00:19:11,,0,4,weight_loss
389,2025-11-10 04:31:47,,0,2,weight_loss
392,2025-11-10 20:25:15,2025-11-10 20:29:30,1,5,flexibility
393,2025-12-13 04:22:14,2025-12-13 04:28:27,1,5,muscle_gain
395,2025-11-01 11:58:31,2025-11-01 12:02:25,1,5,flexibility
396,2025-12-06 23:53:37,2025-12-06 23:59:38,1,5,endurance
398,2025-11-24 09:22:19,2025-11-24 09:26:07,1,5,weight_loss
399,2025-12-06 21:03:35,2025-12-06 21:11:05,1,5,endurance
400,2025-12-05 06:42:39,2025-12-05 06:49:07,1,5,weight_loss
403,2025-12-23 14:01:31,2025-12-23 14:07:29,1,5,weight_loss
404,2025-11-09 22:30:58,2025-11-09 22:38:50,1,5,weight_loss
405,2025-12-31 14:41:11,2025-12-31 14:44:58,1,5,weight_loss
406,2025-12-27 23:44:24,2025-12-27 23:51:22,1,5,general_fitness
408,2025-12-25 16:23:38,,0,4,muscle_gain
409,2025-11-09 13:31:12,,0,4,muscle_gain
411,2025-12-18 11:51:13,,0,4,weight_loss
413,2025-11-08 06:29:05,,0,2,weight_loss
417,2025-11-12 05:34:40,2025-11-12 05:38:13,1,5,weight_loss
418,2025-12-23 14:02:01,2025-12-23 14:05:33,1,5,endurance
419,2025-11-16 03:31:56,2025-11-16 03:36:15,1,5,muscle_gain
420,2025-12-28 12:39:41,2025-12-28 12:43:12,1,5,muscle_gain
421,2025-12-17 06:48:21,,0,3,muscle_gain
422,2025-11-03 04:16:30,2025-11-03 04:24:20,1,5,weight_loss
423,2025-11-02 00:02:13,,0,1,weight_loss
426,2025-12-24 05:24:23,2025-12-24 05:27:54,1,5,weight_loss
427,2025-11-20 23:06:30,2025-11-20 23:13:43,1,5,weight_loss
428,2025-12-26 16:31:59,2025-12-26 16:39:53,1,5,muscle_gain
429,2025-11-05 15:24:56,2025-11-05 15:29:12,1,5,general_fitness
431,2025-12-28 23:29:18,2025-12-28 23:34:38,1,5,flexibility
432,2025-12-22 13:10:13,2025-12-22 13:17:03,1,5,general_fitness
433,2025-12-20 04:55:49,2025-12-20 05:02:17,1,5,endurance
434,2025-12-25 13:26:25,,0,1,flexibility
436,2025-11-17 14:44:49,2025-11-17 14:51:56,1,5,muscle_gain
437,2025-11-10 08:29:35,,0,4,muscle_gain
438,2025-12-08 12:47:14,2025-12-08 12:53:29,1,5,general_fitness
439,2025-12-21 17:07:29,2025-12-21 17:11:25,1,5,muscle_gain
440,2025-12-16 10:26:29,,0,4,flexibility
443,2025-12-21 17:49:12,2025-12-21 17:55:18,1,5,endurance
444,2025-11-16 19:51:46,2025-11-16 19:56:56,1,5,flexibility
445,2025-11-22 09:48:07,2025-11-22 09:51:09,1,5,endurance
446,2025-12-20 20:30:14,2025-12-20 20:34:19,1,5,general_fitness
447,2025-12-31 19:31:27,2025-12-31 19:36:13,1,5,weight_loss
448,2025-12-15 19:05:05,2025-12-15 19:09:28,1,5,endurance
452,2025-12-27 13:22:11,2025-12-27 13:25:13,1,5,weight_loss
453,2025-12-20 12:51:46,,0,3,general_fitness
454,2025-11-15 06:18:02,2025-11-15 06:24:07,1,5,weight_loss
456,2025-11-15 00:46:33,2025-11-15 00:53:20,1,5,muscle_gain
457,2025-12-31 11:40:00,2025-12-31 11:45:30,1,5,endurance
458,2025-12-06 21:07:16,2025-12-06 21:11:45,1,5,weight_loss
459,2025-12-23 12:01:17,2025-12-23 12:07:51,1,5,general_fitness
460,2025-12-16 09:27:21,2025-12-16 09:31:31,1,5,weight_loss
461,2025-12-13 01:28:50,2025-12-13 01:36:18,1,5,weight_loss
462,2025-11-12 15:56:32,,0,2,weight_loss
464,2025-11-25 14:39:46,2025-11-25 14:43:39,1,5,endurance
466,2025-12-20 06:28:38,2025-12-20 06:34:55,1,5,endurance
467,2025-12-17 14:33:26,,0,2,endurance
468,2025-12-29 22:56:47,,0,3,muscle_gain
469,2025-11-13 15:17:39,,0,4,muscle_gain
472,2025-12-07 19:38:47,2025-12-07 19:45:47,1,5,endurance
473,2025-11-10 04:51:18,2025-11-10 04:54:26,1,5,general_fitness
474,2025-11-11 08:03:00,2025-11-11 08:08:15,1,5,general_fitness
475,2025-11-23 00:59:15,2025-11-23 01:03:20,1,5,general_fitness
476,2025-11-25 02:31:52,2025-11-25 02:38:07,1,5,general_fitness
478,2025-12-15 03:28:42,,0,3,muscle_gain
479,2025-12-16 00:17:58,2025-12-16 00:23:52,1,5,weight_loss
480,2025-12-03 04:30:33,2025-12-03 04:37:21,1,5,weight_loss
481,2025-12-03 03:45:27,,0,2,weight_loss
482,2025-11-18 00:34:52,2025-11-18 00:39:57,1,5,endurance
483,2025-12-13 08:44:50,,0,1,flexibility
484,2025-11-26 03:59:16,,0,3,endurance
485,2025-11-03 13:14:08,2025-11-03 13:20:25,1,5,weight_loss
486,2025-12-04 00:18:43,2025-12-04 00:25:03,1,5,endurance
487,2025-12-07 02:33:59,2025-12-07 02:40:10,1,5,general_fitness
488,2025-11-19 22:25:57,,0,1,general_fitness
489,2025-12-13 07:03:16,2025-12-13 07:07:51,1,5,endurance
490,2025-12-12 18:14:23,2025-12-12 18:17:25,1,5,general_fitness
492,2025-12-17 04:24:41,2025-12-17 04:28:55,1,5,muscle_gain
493,2025-12-17 23:34:28,2025-12-17 23:40:53,1,5,weight_loss
494,2025-11-26 19:57:36,2025-11-26 20:02:31,1,5,general_fitness
495,2025-12-23 14:58:59,2025-12-23 15:05:35,1,5,endurance
497,2025-12-04 14:43:40,,0,3,weight_loss
498,2025-12-16 03:23:25,,0,3,muscle_gain
499,2025-11-30 23:40:56,2025-11-30 23:45:13,1,5,flexibility
500,2025-12-09 04:51:24,,0,3,muscle_gain
502,2025-12-27 17:38:56,,0,2,general_fitness
504,2025-12-08 06:20:10,,0,1,endurance
505,2025-12-09 16:04:39,2025-12-09 16:11:34,1,5,muscle_gain
506,2025-12-24 11:14:28,2025-12-24 11:21:14,1,5,weight_loss
508,2025-12-25 23:26:33,2025-12-25 23:33:08,1,5,endurance
510,2025-11-10 17:37:36,2025-11-10 17:43:33,1,5,muscle_gain
511,2025-11-06 23:32:28,2025-11-06 23:37:39,1,5,general_fitness
512,2025-12-25 08:05:46,2025-12-25 08:11:45,1,5,muscle_gain
513,2025-11-05 09:13:26,2025-11-05 09:19:10,1,5,flexibility
514,2025-11-23 20:11:32,2025-11-23 20:15:59,1,5,weight_loss
515,2025-11-28 19:19:29,,0,2,muscle_gain
516,2025-11-15 17:25:45,2025-11-15 17:33:42,1,5,muscle_gain
519,2025-11-02 16:17:36,2025-11-02 16:23:49,1,5,general_fitness
520,2025-12-25 12:54:02,,0,2,weight_loss
521,2025-12-26 14:06:19,,0,4,general_fitness
522,2025-12-01 01:48:56,2025-12-01 01:55:09,1,5,weight_loss
523,2025-11-13 13:00:45,2025-11-13 13:03:53,1,5,muscle_gain
524,2025-12-14 12:34:57,,0,4,weight_loss
525,2025-11-10 01:08:32,,0,2,muscle_gain
526,2025-11-30 03:40:49,,0,1,muscle_gain
527,2025-12-30 09:42:41,,0,3,general_fitness
529,2025-12-22 04:45:47,,0,2,endurance
531,2025-12-19 09:36:18,,0,2,endurance
533,2025-12-02 11:03:46,2025-12-02 11:11:33,1,5,endurance
534,2025-12-16 05:10:13,2025-12-16 05:14:20,1,5,weight_loss
535,2025-11-01 04:40:04,2025-11-01 04:46:29,1,5,weight_loss
537,2025-12-10 07:59:55,2025-12-10 08:07:37,1,5,general_fitness
540,2025-12-25 22:21:35,,0,3,muscle_gain
541,2025-12-31 13:21:05,2025-12-31 13:27:13,1,5,general_fitness
544,2025-12-31 04:18:21,2025-12-31 04:21:55,1,5,flexibility
545,2025-11-12 22:15:23,2025-11-12 22:20:02,1,5,general_fitness
546,2025-12-05 18:03:09,,0,1,muscle_gain
547,2025-12-02 06:08:56,2025-12-02 06:12:30,1,5,muscle_gain
548,2025-11-07 19:54:19,2025-11-07 20:01:18,1,5,muscle_gain
549,2025-12-22 17:37:21,2025-12-22 17:41:42,1,5,muscle_gain
550,2025-12-05 03:57:47,2025-12-05 04:05:44,1,5,general_fitness
551,2025-12-06 07:52:14,,0,3,general_fitness
552,2025-11-13 23:31:58,2025-11-13 23:36:01,1,5,general_fitness
555,2025-11-04 02:30:31,2025-11-04 02:33:43,1,5,weight_loss
558,2025-12-07 03:00:21,,0,4,general_fitness
559,2025-12-13 07:51:16,2025-12-13 07:55:46,1,5,general_fitness
560,2025-12-08 17:29:16,2025-12-08 17:33:22,1,5,weight_loss
562,2025-11-20 07:43:00,,0,3,weight_loss
563,2025-12-25 23:24:12,2025-12-25 23:31:41,1,5,weight_loss
564,2025-12-16 18:30:18,2025-12-16 18:34:34,1,5,endurance
566,2025-12-18 18:51:12,2025-12-18 18:55:35,1,5,muscle_gain
567,2025-12-22 12:43:40,,0,4,general_fitness
568,2025-11-05 02:20:07,2025-11-05 02:27:36,1,5,endurance
